SETTLEMENT_DATE,SETTLEMENT_PERIOD,MARKET_INDEX_DATA_PROVIDER, MARKET_INDEX_VOLUME,MARKET_INDEX_PRICE
2016-01-03,13,N2EXMIDP,0,0
2016-01-03,14,APXMIDP ,573.1,20.88
2016-01-03,14,N2EXMIDP,0,0
2016-01-03,15,APXMIDP ,576,24.52
2016-01-03,15,N2EXMIDP,0,0
2016-01-03,16,APXMIDP ,523.65,24.02
2016-01-03,16,N2EXMIDP,0,0
2016-01-03,17,APXMIDP ,613.75,25.18
2016-01-03,17,N2EXMIDP,0,0
2016-01-03,18,APXMIDP ,507.8,21.67
2016-01-03,18,N2EXMIDP,0,0
2016-01-03,19,APXMIDP ,836.15,29.56
2016-01-03,19,N2EXMIDP,0,0
2016-01-03,20,APXMIDP ,850.65,30.63
2016-01-03,20,N2EXMIDP,0,0
2016-01-03,21,APXMIDP ,742.2,31.62
2016-01-03,21,N2EXMIDP,0,0
2016-01-03,22,APXMIDP ,843.5,31.36
2016-01-03,22,N2EXMIDP,0,0
2016-01-03,23,APXMIDP ,909.25,32.15
2016-01-03,23,N2EXMIDP,0,0
2016-01-03,24,APXMIDP ,886.65,31.23
2016-01-03,24,N2EXMIDP,0,0
2016-01-03,25,APXMIDP ,691.75,31.35
2016-01-03,25,N2EXMIDP,0,0
2016-01-03,26,APXMIDP ,627.6,31.43
2016-01-03,26,N2EXMIDP,0,0
2016-01-03,27,APXMIDP ,620.7,32.4
2016-01-03,27,N2EXMIDP,0,0
2016-01-03,28,APXMIDP ,644.4,32.11
2016-01-03,28,N2EXMIDP,0,0
2016-01-03,29,APXMIDP ,536.1,32.17
2016-01-03,29,N2EXMIDP,0,0
2016-01-03,30,APXMIDP ,592.55,32.62
2016-01-03,30,N2EXMIDP,0,0
2016-01-03,31,APXMIDP ,1092.85,36.72
2016-01-03,31,N2EXMIDP,0,0
2016-01-03,32,APXMIDP ,1272.2,35.7
2016-01-03,32,N2EXMIDP,0,0
2016-01-03,33,APXMIDP ,919.7,40.42
2016-01-03,33,N2EXMIDP,0,0
2016-01-03,34,APXMIDP ,927.9,50.83
2016-01-03,34,N2EXMIDP,0,0
2016-01-03,35,APXMIDP ,844.95,52.09
2016-01-03,35,N2EXMIDP,0,0
2016-01-03,36,APXMIDP ,807.7,51.05
2016-01-03,36,N2EXMIDP,0,0
2016-01-03,37,APXMIDP ,773.6,48.6
2016-01-03,37,N2EXMIDP,0,0
2016-01-03,38,APXMIDP ,755.35,44.35
2016-01-03,38,N2EXMIDP,0,0
2016-01-03,39,APXMIDP ,770.7,35.61
2016-01-03,39,N2EXMIDP,0,0
2016-01-03,40,APXMIDP ,669.25,34.81
2016-01-03,40,N2EXMIDP,0,0
2016-01-03,41,APXMIDP ,395.7,32.46
2016-01-03,41,N2EXMIDP,0,0
2016-01-03,42,APXMIDP ,562.3,33.03
2016-01-03,42,N2EXMIDP,0,0
2016-01-03,43,APXMIDP ,756.55,32.3
2016-01-03,43,N2EXMIDP,0,0
2016-01-03,44,APXMIDP ,890.25,32.02
2016-01-03,44,N2EXMIDP,0,0
2016-01-03,45,APXMIDP ,911.55,31.42
2016-01-03,45,N2EXMIDP,0,0
2016-01-03,46,APXMIDP ,933.3,31.5
2016-01-03,46,N2EXMIDP,0,0
2016-01-03,47,APXMIDP ,527,32.61
2016-01-03,47,N2EXMIDP,0,0
2016-01-03,48,APXMIDP ,325.85,30.22
2016-01-03,48,N2EXMIDP,0,0
2016-01-04,1,APXMIDP ,355.1,30.21
2016-01-04,1,N2EXMIDP,0,0
2016-01-04,2,APXMIDP ,427,31.15
2016-01-04,2,N2EXMIDP,0,0
2016-01-04,3,APXMIDP ,436,32.92
2016-01-04,3,N2EXMIDP,0,0
2016-01-04,4,APXMIDP ,417.5,32.23
2016-01-04,4,N2EXMIDP,0,0
2016-01-04,5,APXMIDP ,389,31.98
2016-01-04,5,N2EXMIDP,0,0
2016-01-04,6,APXMIDP ,402.5,31.38
2016-01-04,6,N2EXMIDP,0,0
2016-01-04,7,APXMIDP ,311.7,28.07
2016-01-04,7,N2EXMIDP,0,0
2016-01-04,8,APXMIDP ,238.95,26.82
2016-01-04,8,N2EXMIDP,0,0
2016-01-04,9,APXMIDP ,244.25,27.08
2016-01-04,9,N2EXMIDP,0,0
2016-01-04,10,APXMIDP ,285.55,25.98
2016-01-04,10,N2EXMIDP,0,0
2016-01-04,11,APXMIDP ,608.5,27.64
2016-01-04,11,N2EXMIDP,0,0
2016-01-04,12,APXMIDP ,548.5,27.84
2016-01-04,12,N2EXMIDP,0,0
2016-01-04,13,APXMIDP ,735.65,30.76
2016-01-04,13,N2EXMIDP,0,0
2016-01-04,14,APXMIDP ,1426.25,33.44
2016-01-04,14,N2EXMIDP,0,0
2016-01-04,15,APXMIDP ,1074.9,34.9
2016-01-04,15,N2EXMIDP,0,0
2016-01-04,16,APXMIDP ,702.65,33.68
2016-01-04,16,N2EXMIDP,0,0
2016-01-04,17,APXMIDP ,750.7,33.09
2016-01-04,17,N2EXMIDP,0,0
2016-01-04,18,APXMIDP ,585.8,32.43
2016-01-04,18,N2EXMIDP,0,0
